entrez	group
170482	Immune system: Plasmacytoid Dendritic cells
942	Immune system: Plasmacytoid Dendritic cells
3563	Immune system: Plasmacytoid Dendritic cells
941	Immune system: Plasmacytoid Dendritic cells
909	Immune system: Plasmacytoid Dendritic cells
3687	Immune system: Plasmacytoid Dendritic cells
958	Immune system: Plasmacytoid Dendritic cells
3117	Immune system: Plasmacytoid Dendritic cells
3115	Immune system: Plasmacytoid Dendritic cells
3113	Immune system: Plasmacytoid Dendritic cells
10462	Immune system: Plasmacytoid Dendritic cells
1471	Immune system: Plasmacytoid Dendritic cells
7169	Immune system: Plasmacytoid Dendritic cells
434	Immune system: Plasmacytoid Dendritic cells
2824	Immune system: Plasmacytoid Dendritic cells
3852	Immune system: Plasmacytoid Dendritic cells
50863	Immune system: Plasmacytoid Dendritic cells
6343	Immune system: Plasmacytoid Dendritic cells
56961	Immune system: Plasmacytoid Dendritic cells
3741	Immune system: Plasmacytoid Dendritic cells
286133	Immune system: Plasmacytoid Dendritic cells
1969	Immune system: Plasmacytoid Dendritic cells
101929726	Immune system: Plasmacytoid Dendritic cells
967	Immune system: Granulocytes
945	Immune system: Granulocytes
929	Immune system: Granulocytes
960	Immune system: Granulocytes
969	Immune system: Granulocytes
928	Immune system: Granulocytes
1232	Immune system: Granulocytes
100133941	Immune system: Granulocytes
3576	Immune system: Granulocytes
2215	Immune system: Granulocytes
4332	Immune system: Granulocytes
27181	Immune system: Granulocytes
566	Immune system: Granulocytes
4353	Immune system: Granulocytes
1511	Immune system: Granulocytes
4069	Immune system: Granulocytes
3434	Immune system: ISG expressing immune cells
3433	Immune system: ISG expressing immune cells
3437	Immune system: ISG expressing immune cells
24138	Immune system: ISG expressing immune cells
9636	Immune system: ISG expressing immune cells
6351	Immune system: ISG expressing immune cells
91543	Immune system: ISG expressing immune cells
8638	Immune system: ISG expressing immune cells
3627	Immune system: ISG expressing immune cells
3669	Immune system: ISG expressing immune cells
3816	Pancreas: Acinar cells
11317	Pancreas: Acinar cells
10136	Pancreas: Acinar cells
5644	Pancreas: Acinar cells
6690	Pancreas: Acinar cells
653808	Pancreas: Acinar cells
1056	Pancreas: Acinar cells
63036	Pancreas: Acinar cells
1360	Pancreas: Acinar cells
1990	Pancreas: Acinar cells
6035	Pancreas: Acinar cells
280	Pancreas: Acinar cells
1358	Pancreas: Acinar cells
1357	Pancreas: Acinar cells
23436	Pancreas: Acinar cells
5406	Pancreas: Acinar cells
440387	Pancreas: Acinar cells
5319	Pancreas: Acinar cells
1208	Pancreas: Acinar cells
5967	Pancreas: Acinar cells
342898	Pancreas: Acinar cells
5407	Pancreas: Acinar cells
11330	Pancreas: Acinar cells
5068	Pancreas: Acinar cells
5646	Pancreas: Acinar cells
5968	Pancreas: Acinar cells
629	Pancreas: Acinar cells
9518	Pancreas: Acinar cells
4582	Pancreas: Acinar cells
84419	Pancreas: Acinar cells
8644	Pancreas: Acinar cells
10562	Pancreas: Acinar cells
2938	Pancreas: Acinar cells
3957	Pancreas: Acinar cells
10158	Pancreas: Acinar cells
5919	Pancreas: Acinar cells
284340	Pancreas: Acinar cells
290	Pancreas: Acinar cells
4069	Pancreas: Acinar cells
51129	Pancreas: Acinar cells
229	Pancreas: Acinar cells
2641	Pancreas: Alpha cells
7276	Pancreas: Alpha cells
170302	Pancreas: Alpha cells
5456	Pancreas: Alpha cells
4821	Pancreas: Alpha cells
5697	Pancreas: Alpha cells
5126	Pancreas: Alpha cells
92745	Pancreas: Alpha cells
7104	Pancreas: Alpha cells
1412	Pancreas: Alpha cells
4825	Pancreas: Alpha cells
83795	Pancreas: Alpha cells
5122	Pancreas: Alpha cells
5639	Pancreas: Alpha cells
153572	Pancreas: Alpha cells
216	Pancreas: Alpha cells
10400	Pancreas: Alpha cells
1113	Pancreas: Alpha cells
284422	Pancreas: Alpha cells
2159	Pancreas: Alpha cells
10590	Pancreas: Alpha cells
169026	Pancreas: Alpha cells
6456	Pancreas: Alpha cells
4246	Pancreas: Alpha cells
2191	Pancreas: Alpha cells
1803	Pancreas: Alpha cells
9935	Pancreas: Alpha cells
5080	Pancreas: Alpha cells
4760	Pancreas: Alpha cells
51196	Pancreas: Alpha cells
2638	Pancreas: Alpha cells
10324	Pancreas: Alpha cells
54738	Pancreas: Alpha cells
5733	Pancreas: Alpha cells
222546	Pancreas: Alpha cells
6594	Pancreas: Alpha cells
5241	Pancreas: Alpha cells
9079	Pancreas: Alpha cells
79192	Pancreas: Alpha cells
7351	Pancreas: Alpha cells
3651	Pancreas: Beta cells
3630	Pancreas: Beta cells
2642	Pancreas: Beta cells
57338	Pancreas: Beta cells
958	Pancreas: Beta cells
57817	Pancreas: Beta cells
2145	Pancreas: Beta cells
4914	Pancreas: Beta cells
6514	Pancreas: Beta cells
4852	Pancreas: Beta cells
22999	Pancreas: Beta cells
1946	Pancreas: Beta cells
4009	Pancreas: Beta cells
4821	Pancreas: Beta cells
4825	Pancreas: Beta cells
5078	Pancreas: Beta cells
3375	Pancreas: Beta cells
5126	Pancreas: Beta cells
57818	Pancreas: Beta cells
169026	Pancreas: Beta cells
5122	Pancreas: Beta cells
57369	Pancreas: Beta cells
10590	Pancreas: Beta cells
57586	Pancreas: Beta cells
2867	Pancreas: Beta cells
4885	Pancreas: Beta cells
5208	Pancreas: Beta cells
128178	Pancreas: Beta cells
84525	Pancreas: Beta cells
6456	Pancreas: Beta cells
116	Pancreas: Beta cells
4246	Pancreas: Beta cells
846	Pancreas: Beta cells
9935	Pancreas: Beta cells
5080	Pancreas: Beta cells
4760	Pancreas: Beta cells
3670	Pancreas: Beta cells
7049	Pancreas: Beta cells
4093	Pancreas: Beta cells
6496	Pancreas: Beta cells
10736	Pancreas: Beta cells
653	Pancreas: Beta cells
8544	Pancreas: Beta cells
6750	Pancreas: Delta cells
3651	Pancreas: Delta cells
338557	Pancreas: Delta cells
255738	Pancreas: Delta cells
5950	Pancreas: Delta cells
5078	Pancreas: Delta cells
3087	Pancreas: Delta cells
3670	Pancreas: Delta cells
10590	Pancreas: Delta cells
83795	Pancreas: Delta cells
3375	Pancreas: Delta cells
4885	Pancreas: Delta cells
7351	Pancreas: Delta cells
3953	Pancreas: Delta cells
8938	Pancreas: Delta cells
83661	Pancreas: Delta cells
846	Pancreas: Delta cells
590	Pancreas: Delta cells
2562	Pancreas: Delta cells
219699	Pancreas: Delta cells
1908	Pancreas: Delta cells
10216	Pancreas: Delta cells
2487	Pancreas: Delta cells
5122	Pancreas: Delta cells
2566	Pancreas: Delta cells
5453	Pancreas: Delta cells
79365	Pancreas: Delta cells
26298	Pancreas: Delta cells
254251	Pancreas: Delta cells
2115	Pancreas: Delta cells
1080	Pancreas: Ductal cells
6928	Pancreas: Ductal cells
54474	Pancreas: Ductal cells
4582	Pancreas: Ductal cells
3175	Pancreas: Ductal cells
259	Pancreas: Ductal cells
3087	Pancreas: Ductal cells
307	Pancreas: Ductal cells
6696	Pancreas: Ductal cells
3651	Pancreas: Ductal cells
629	Pancreas: Ductal cells
9518	Pancreas: Ductal cells
8644	Pancreas: Ductal cells
4316	Pancreas: Ductal cells
1672	Pancreas: Ductal cells
710	Pancreas: Ductal cells
7103	Pancreas: Ductal cells
9071	Pancreas: Ductal cells
6590	Pancreas: Ductal cells
5104	Pancreas: Ductal cells
5284	Pancreas: Ductal cells
9076	Pancreas: Ductal cells
3960	Pancreas: Ductal cells
64065	Pancreas: Ductal cells
27295	Pancreas: Ductal cells
10406	Pancreas: Ductal cells
358	Pancreas: Ductal cells
220	Pancreas: Ductal cells
3880	Pancreas: Ductal cells
7031	Pancreas: Ductal cells
7032	Pancreas: Ductal cells
5175	Pancreas: Endothelial cells
947	Pancreas: Endothelial cells
4162	Pancreas: Endothelial cells
1003	Pancreas: Endothelial cells
7450	Pancreas: Endothelial cells
2022	Pancreas: Endothelial cells
3791	Pancreas: Endothelial cells
10630	Pancreas: Endothelial cells
6401	Pancreas: Endothelial cells
2	Pancreas: Endothelial cells
51738	Pancreas: Epsilon cells
312	Pancreas: Epsilon cells
644844	Pancreas: Epsilon cells
652	Pancreas: Epsilon cells
3158	Pancreas: Epsilon cells
9032	Pancreas: Epsilon cells
56944	Pancreas: Epsilon cells
432	Pancreas: Epsilon cells
1339	Pancreas: Epsilon cells
4886	Pancreas: Epsilon cells
11136	Pancreas: Epsilon cells
635	Pancreas: Epsilon cells
4986	Pancreas: Epsilon cells
5734	Pancreas: Epsilon cells
3676	Pancreas: Epsilon cells
2070	Pancreas: Epsilon cells
9942	Pancreas: Epsilon cells
54898	Pancreas: Epsilon cells
3899	Pancreas: Epsilon cells
10699	Pancreas: Epsilon cells
4640	Pancreas: Epsilon cells
3274	Pancreas: Epsilon cells
28968	Pancreas: Epsilon cells
5046	Pancreas: Epsilon cells
11174	Pancreas: Epsilon cells
169044	Pancreas: Epsilon cells
220108	Pancreas: Epsilon cells
1303	Pancreas: Epsilon cells
135228	Pancreas: Epsilon cells
79875	Pancreas: Epsilon cells
170302	Pancreas: Epsilon cells
5539	Pancreas: Gamma (PP) cells
10590	Pancreas: Gamma (PP) cells
4246	Pancreas: Gamma (PP) cells
152189	Pancreas: Gamma (PP) cells
170302	Pancreas: Gamma (PP) cells
2115	Pancreas: Gamma (PP) cells
54899	Pancreas: Gamma (PP) cells
400120	Pancreas: Gamma (PP) cells
84189	Pancreas: Gamma (PP) cells
9723	Pancreas: Gamma (PP) cells
10930	Pancreas: Gamma (PP) cells
10060	Pancreas: Gamma (PP) cells
4760	Pancreas: Gamma (PP) cells
5080	Pancreas: Gamma (PP) cells
3670	Pancreas: Gamma (PP) cells
9607	Pancreas: Gamma (PP) cells
221981	Pancreas: Gamma (PP) cells
360	Pancreas: Gamma (PP) cells
954	Pancreas: Gamma (PP) cells
5737	Pancreas: Gamma (PP) cells
1124	Pancreas: Gamma (PP) cells
1960	Pancreas: Gamma (PP) cells
55885	Pancreas: Gamma (PP) cells
4211	Pancreas: Gamma (PP) cells
84858	Pancreas: Gamma (PP) cells
931	Pancreas: Immune system cells
930	Pancreas: Immune system cells
920	Pancreas: Immune system cells
925	Pancreas: Immune system cells
924	Pancreas: Immune system cells
1493	Pancreas: Immune system cells
939	Pancreas: Immune system cells
1236	Pancreas: Immune system cells
9595	Pancreas: Immune system cells
952	Pancreas: Immune system cells
3559	Pancreas: Immune system cells
3669	Pancreas: Immune system cells
6402	Pancreas: Immune system cells
3575	Pancreas: Immune system cells
50943	Pancreas: Immune system cells
973	Pancreas: Immune system cells
968	Pancreas: Immune system cells
9332	Pancreas: Immune system cells
929	Pancreas: Immune system cells
3684	Pancreas: Immune system cells
4360	Pancreas: Immune system cells
58475	Pancreas: Immune system cells
915	Pancreas: Immune system cells
916	Pancreas: Immune system cells
917	Pancreas: Immune system cells
3815	Pancreas: Mast cells
5169	Pancreas: Mast cells
3559	Pancreas: Mast cells
3669	Pancreas: Mast cells
6571	Pancreas: Mast cells
928	Pancreas: Mast cells
2205	Pancreas: Mast cells
2208	Pancreas: Mast cells
4907	Pancreas: Mesenchymal cells
7070	Pancreas: Mesenchymal cells
2022	Pancreas: Mesenchymal cells
3815	Pancreas: Mesenchymal cells
214	Pancreas: Mesenchymal cells
3175	Pancreas: Pancreatic progenitor cells
3651	Pancreas: Pancreatic progenitor cells
7852	Pancreas: Pancreatic progenitor cells
3670	Pancreas: Pancreatic progenitor cells
